sampleID_FIELD	trapID	sampleID_LAB	biomass_grams	placing_user	placing_time	placing_date	collecting_user	collecting_time	collecting_date	duration_min	trap_condition_collection	processing_group	sample_accession_ENA	sample_status
SHDGMX	T9VS8I	NA	NA	Masoala	03:05:59_AM	4/9/2019	Masoala	03:42:15_AM	11/9/2019	10116	poor	MBC	ERS18893638	sample processed and sequenced
SXTP8A	T9VS8I	NA	NA	Masoala	02:09:06_AM	2/10/2019	Masoala	03:45:15_AM	9/10/2019	10176	poor	MBC	ERS18893639	sample processed and sequenced
SRWHTL	T9VS8I	NA	NA	Masoala	01:39:16_AM	30/10/2019	Masoala	11:11:52_AM	6/11/2019	10653	poor	MBC	ERS18893640	sample processed and sequenced
S7IJEU	T9VS8I	NA	NA	Masoala	01:42:00_PM	19/2/2020	Masoala	02:35:00_PM	26/2/2020	10133	poor	MBC	ERS18893641	sample processed and sequenced
SLDASK	TAHDZD	NA	NA	Marojejy	10:52:10_PM	7/8/2019	Marojejy	10:38:51_PM	14/8/2019	10067	good	MBC	ERS18893642	sample processed and sequenced
SUHUSE	TAHDZD	NA	NA	Marojejy	07:08:32_PM	4/9/2019	Marojejy	05:48:48_PM	11/9/2019	10000	good	MBC	ERS18893643	sample processed and sequenced
SHAREQ	TAHDZD	NA	NA	Marojejy	05:02:53_PM	2/10/2019	Marojejy	05:05:05_PM	9/10/2019	10082	good	MBC	ERS18893644	sample processed and sequenced
S3N7D1	TAHDZD	NA	NA	Marojejy	08:33:39_PM	30/10/2019	Marojejy	06:59:11_PM	6/11/2019	9986	good	MBC	ERS18893645	sample processed and sequenced
SCBDKQ	TAHDZD	NA	NA	Marojejy	08:34:36_PM	27/11/2019	Marojejy	09:14:28_PM	4/12/2019	10120	good	MBC	ERS18893646	sample processed and sequenced
S4TKTT	TAHDZD	NA	NA	Marojejy	10:09:53_PM	25/12/2019	Marojejy	11:36:40_PM	1/1/2020	10167	good	MBC	ERS18893647	sample processed and sequenced
S89EEJ	TAHDZD	NA	NA	Marojejy	07:12:52_PM	22/1/2020	Marojejy	09:01:25_PM	29/1/2020	10189	good	MBC	ERS18893648	sample processed and sequenced
SSLKRR	TAHDZD	NA	NA	Marojejy	08:59:34_PM	19/2/2020	Marojejy	09:42:54_PM	26/2/2020	10123	good	MBC	ERS18893649	sample processed and sequenced
SIBR9J	TAHDZD	NA	NA	Marojejy	10:09:52_PM	18/3/2020	Marojejy	08:02:45_PM	25/3/2020	9953	good	MBC	ERS18893650	sample processed and sequenced
SQCJII	TAHDZD	NA	NA	Marojejy	10:28:07_PM	15/4/2020	Marojejy	10:22:59_PM	22/4/2020	10075	good	MBC	ERS18893651	sample processed and sequenced
S89LJW	TAHDZD	NA	NA	Marojejy	09:37:54_PM	13/5/2020	Marojejy	10:03:45_PM	20/5/2020	10106	good	MBC	ERS18893652	sample processed and sequenced
S1PDMD	TAHDZD	NA	NA	Marojejy	11:16:00_AM	10/6/2020	Marojejy	02:00:00_AM	17/6/2020	9524	good	MBC	ERS18893653	sample processed and sequenced
SGK1XJ	TAHDZD	NA	NA	Marojejy	01:35:00_PM	8/7/2020	Marojejy	01:05:00_PM	15/7/2020	10050	good	MBC	ERS18893654	sample processed and sequenced
S59ZUM	TAVVN5	NA	NA	Montagne_d'Ambre	03:23:29_PM	8/7/2020	Montagne_d'Ambre	10:22:39_AM	15/7/2020	9779	acceptable	MBC	ERS18893655	sample processed and sequenced
SGQ7DL	TAVVN5	NA	NA	Montagne_d'Ambre	08:38:05_PM	7/8/2019	Montagne_d'Ambre	05:20:28_PM	14/8/2019	9882	good	MBC	ERS18893656	sample processed and sequenced
SJUVXS	TAVVN5	NA	NA	Montagne_d'Ambre	06:30:52_PM	4/9/2019	Montagne_d'Ambre	05:07:33_PM	11/9/2019	9997	good	MBC	ERS18893657	sample processed and sequenced
SGN4XQ	TAVVN5	NA	NA	Montagne_d'Ambre	05:53:44_PM	2/10/2019	Montagne_d'Ambre	05:17:05_PM	9/10/2019	10043	good	MBC	ERS18893658	sample processed and sequenced
SPJT9Q	TAVVN5	NA	NA	Montagne_d'Ambre	06:09:54_PM	30/10/2019	Montagne_d'Ambre	04:52:57_PM	6/11/2019	10003	good	MBC	ERS18893659	sample processed and sequenced
SB6HBU	TAVVN5	NA	NA	Montagne_d'Ambre	08:59:17_PM	27/11/2019	Montagne_d'Ambre	08:27:50_PM	4/12/2019	10049	good	MBC	ERS18893660	sample processed and sequenced
SZZBX1	TAVVN5	NA	NA	Montagne_d'Ambre	08:33:55_PM	25/12/2019	Montagne_d'Ambre	07:21:32_PM	1/1/2020	10008	good	MBC	ERS18893661	sample processed and sequenced
SCLYPW	TAVVN5	NA	NA	Montagne_d'Ambre	07:21:26_PM	22/1/2020	Montagne_d'Ambre	07:53:19_PM	29/1/2020	10112	good	MBC	ERS18893662	sample processed and sequenced
SU7DEU	TAVVN5	NA	NA	Montagne_d'Ambre	07:50:44_PM	19/2/2020	Montagne_d'Ambre	07:46:45_PM	26/2/2020	10076	good	MBC	ERS18893663	sample processed and sequenced
SRGDAQ	TAVVN5	NA	NA	Montagne_d'Ambre	06:53:00_PM	18/3/2020	Montagne_d'Ambre	08:53:52_PM	25/3/2020	10201	good	MBC	ERS18893664	sample processed and sequenced
SCTYBQ	TAVVN5	NA	NA	Montagne_d'Ambre	09:04:14_AM	10/6/2020	Montagne_d'Ambre	01:00:00_PM	17/6/2020	10316	good	MBC	ERS18893665	sample processed and sequenced
SL3EMJ	TAVVN5	NA	NA	Montagne_d'Ambre	08:06:39_PM	15/4/2020	Montagne_d'Ambre	09:33:09_AM	22/4/2020	9446	poor	MBC	ERS18893666	sample processed and sequenced
SEGUNC	TAVVN5	NA	NA	Montagne_d'Ambre	07:48:30_AM	14/5/2020	Montagne_d'Ambre	02:55:03_PM	20/5/2020	9067	poor	MBC	ERS18893667	sample processed and sequenced
SN98AK	TB43DA	NA	NA	Ranomafana	10:31:13_AM	7/8/2019	Ranomafana	01:58:09_PM	14/8/2019	10287	good	MBC	ERS18893668	sample processed and sequenced
S3DFW1	TB43DA	NA	NA	Ranomafana	07:27:32_AM	4/9/2019	Ranomafana	07:38:53_AM	11/9/2019	10091	good	MBC	ERS18893669	sample processed and sequenced
SLD1U7	TB43DA	NA	NA	Ranomafana	07:33:05_AM	2/10/2019	Ranomafana	10:12:26_AM	9/10/2019	10239	good	MBC	ERS18893670	sample processed and sequenced
SZNEX1	TB43DA	NA	NA	Ranomafana	07:08:59_AM	30/10/2019	Ranomafana	07:15:37_AM	6/11/2019	10087	good	MBC	ERS18893671	sample processed and sequenced
SLFASR	TB43DA	NA	NA	Ranomafana	07:41:42_AM	27/11/2019	Ranomafana	07:30:45_AM	4/12/2019	10069	good	MBC	ERS18893672	sample processed and sequenced
SQMDFR	TB43DA	NA	NA	Ranomafana	07:21:01_AM	25/12/2019	Ranomafana	07:07:43_AM	1/1/2020	10067	good	MBC	ERS18893673	sample processed and sequenced
SBMGTN	TB43DA	NA	NA	Ranomafana	07:18:25_AM	22/1/2020	Ranomafana	07:15:23_AM	29/1/2020	10077	good	MBC	ERS18893674	sample processed and sequenced
SLLNDT	TB43DA	NA	NA	Ranomafana	07:19:46_AM	19/2/2020	Ranomafana	07:21:36_AM	26/2/2020	10082	good	MBC	ERS18893675	sample processed and sequenced
SAGWWH	TB43DA	NA	NA	Ranomafana	08:54:08_AM	15/4/2020	Ranomafana	08:36:19_AM	22/4/2020	10062	good	MBC	ERS18893676	sample processed and sequenced
SHC7LW	TB43DA	NA	NA	Ranomafana	08:12:17_AM	13/5/2020	Ranomafana	12:38:31_PM	20/5/2020	10346	good	MBC	ERS18893677	sample processed and sequenced
SMDYFY	TB43DA	NA	NA	Ranomafana	09:25:50_AM	10/6/2020	Ranomafana	07:38:28_AM	17/6/2020	9973	good	MBC	ERS18893678	sample processed and sequenced
SLJY6Q	TB43DA	NA	NA	Ranomafana	08:19:48_AM	8/7/2020	Ranomafana	09:11:36_AM	15/7/2020	10132	good	MBC	ERS18893679	sample processed and sequenced
SCTBF3	TB43DA	NA	NA	Ranomafana	07:21:28_AM	18/3/2020	Ranomafana	08:32:41_AM	25/3/2020	10151	poor	MBC	ERS18893680	sample processed and sequenced
SWMGH5	TDKTHY	NA	NA	Maromizaha	04:28:43_AM	7/8/2019	Maromizaha	10:30:04_AM	14/8/2019	10441	good	MBC	ERS18893681	sample processed and sequenced
SDWMGB	TDKTHY	NA	NA	Maromizaha	05:54:33_AM	4/9/2019	Maromizaha	04:27:17_AM	11/9/2019	9993	good	MBC	ERS18893682	sample processed and sequenced
SSKSMP	TDKTHY	NA	NA	Maromizaha	05:34:18_AM	2/10/2019	Maromizaha	05:44:06_AM	9/10/2019	10090	good	MBC	ERS18893683	sample processed and sequenced
SL5G2P	TDKTHY	NA	NA	Maromizaha	05:10:00_AM	30/10/2019	Maromizaha	10:33:56_AM	6/11/2019	10404	good	MBC	ERS18893684	sample processed and sequenced
SAAIEQ	TDKTHY	NA	NA	Maromizaha	03:21:14_AM	27/11/2019	Maromizaha	04:27:06_AM	4/12/2019	10146	good	MBC	ERS18893685	sample processed and sequenced
SAZUSZ	TDKTHY	NA	NA	Maromizaha	03:58:42_AM	25/12/2019	Maromizaha	05:02:04_AM	1/1/2020	10143	good	MBC	ERS18893686	sample processed and sequenced
SKCY7C	TDKTHY	NA	NA	Maromizaha	05:06:18_AM	22/1/2020	Maromizaha	03:46:09_AM	29/1/2020	10000	good	MBC	ERS18893687	sample processed and sequenced
SENP7H	TDKTHY	NA	NA	Maromizaha	04:46:31_AM	19/2/2020	Maromizaha	04:40:38_AM	26/2/2020	10074	good	MBC	ERS18893688	sample processed and sequenced
SJNM7B	TDKTHY	NA	NA	Maromizaha	05:41:35_AM	18/3/2020	Maromizaha	05:07:17_AM	25/3/2020	10046	good	MBC	ERS18893689	sample processed and sequenced
SDYYWB	TDKTHY	NA	NA	Maromizaha	05:09:36_AM	15/4/2020	Maromizaha	05:15:23_AM	22/4/2020	10086	good	MBC	ERS18893690	sample processed and sequenced
SMAJ6N	TDKTHY	NA	NA	Maromizaha	06:36:49_AM	13/5/2020	Maromizaha	09:38:23_AM	20/5/2020	10262	good	MBC	ERS18893691	sample processed and sequenced
SRDZ2T	TDKTHY	NA	NA	Maromizaha	06:10:00_PM	10/6/2020	Maromizaha	07:20:00_PM	17/6/2020	10150	good	MBC	ERS18893692	sample processed and sequenced
SERBYF	TDKTHY	NA	NA	Maromizaha	10:10:00_AM	8/7/2020	Maromizaha	11:05:00_AM	15/7/2020	10135	good	MBC	ERS18893693	sample processed and sequenced
SCYNUC	TDY8SA	NA	NA	Anjozorobe	07:35:40_AM	7/8/2019	Anjozorobe	07:34:03_AM	14/8/2019	10078	good	MBC	ERS18893694	sample processed and sequenced
SBRNKW	TDY8SA	NA	NA	Anjozorobe	11:01:50_AM	4/9/2019	Anjozorobe	12:38:40_PM	11/9/2019	10177	good	MBC	ERS18893695	sample processed and sequenced
SKTAIR	TDY8SA	NA	NA	Anjozorobe	12:32:55_PM	2/10/2019	Anjozorobe	01:14:18_PM	9/10/2019	10121	good	MBC	ERS18893696	sample processed and sequenced
SLZXPT	TDY8SA	NA	NA	Anjozorobe	08:18:32_AM	30/10/2019	Anjozorobe	12:14:03_PM	6/11/2019	10316	good	MBC	ERS18893697	sample processed and sequenced
SAJCZ1	TDY8SA	NA	NA	Anjozorobe	12:51:44_PM	27/11/2019	Anjozorobe	12:53:52_PM	4/12/2019	10082	good	MBC	ERS18893698	sample processed and sequenced
SDJ5JY	TDY8SA	NA	NA	Anjozorobe	10:48:25_AM	25/12/2019	Anjozorobe	12:17:42_PM	1/1/2020	10169	good	MBC	ERS18893699	sample processed and sequenced
ST5HW4	TDY8SA	NA	NA	Anjozorobe	08:00:00_PM	22/1/2020	Anjozorobe	08:00:00_PM	29/1/2020	10080	good	MBC	ERS18893700	sample processed and sequenced
SDAWRI	TDY8SA	NA	NA	Anjozorobe	08:05:00_AM	19/2/2020	Anjozorobe	08:00:00_AM	26/2/2020	10075	good	MBC	ERS18893701	sample processed and sequenced
SIXKUS	TDY8SA	NA	NA	Anjozorobe	09:10:05_AM	18/3/2020	Anjozorobe	08:00:00_AM	25/3/2020	10010	good	MBC	ERS18893702	sample processed and sequenced
SCUQHQ	TDY8SA	NA	NA	Anjozorobe	10:15:00_AM	15/4/2020	Anjozorobe	09:10:00_AM	22/4/2020	10015	good	MBC	ERS18893703	sample processed and sequenced
SQ1NTY	TDY8SA	NA	NA	Anjozorobe	05:10:00_PM	13/5/2020	Anjozorobe	06:05:00_PM	20/5/2020	10135	good	MBC	ERS18893704	sample processed and sequenced
S8BUBS	TDY8SA	NA	NA	Anjozorobe	05:15:00_PM	10/6/2020	Anjozorobe	07:00:00_PM	17/6/2020	10185	good	MBC	ERS18893705	sample processed and sequenced
SEBDMA	TDY8SA	NA	NA	Anjozorobe	10:10:00_AM	8/7/2020	Anjozorobe	11:05:00_AM	15/7/2020	10135	good	MBC	ERS18893706	sample processed and sequenced
SF7DCU	TE8SYJ	NA	NA	Tsimanampesotse	08:21:21_AM	7/8/2019	Tsimanampesotse	07:26:58_AM	14/8/2019	10026	good	MBC	ERS18893707	sample processed and sequenced
SMVLRC	TE8SYJ	NA	NA	Tsimanampesotse	08:10:06_AM	4/9/2019	Tsimanampesotse	07:10:09_AM	11/9/2019	10020	good	MBC	ERS18893708	sample processed and sequenced
S6R6YZ	TE8SYJ	NA	NA	Tsimanampesotse	06:45:47_AM	2/10/2019	Tsimanampesotse	09:31:31_AM	9/10/2019	10246	good	MBC	ERS18893709	sample processed and sequenced
SUB8M9	TE8SYJ	NA	NA	Tsimanampesotse	07:36:49_AM	30/10/2019	Tsimanampesotse	06:33:38_AM	6/11/2019	10017	good	MBC	ERS18893710	sample processed and sequenced
S3EVWE	TE8SYJ	NA	NA	Tsimanampesotse	06:32:11_AM	27/11/2019	Tsimanampesotse	06:38:26_AM	4/12/2019	10086	good	MBC	ERS18893711	sample processed and sequenced
SNSNKG	TE8SYJ	NA	NA	Tsimanampesotse	06:39:01_AM	25/12/2019	Tsimanampesotse	06:44:27_AM	1/1/2020	10085	good	MBC	ERS18893712	sample processed and sequenced
SLKIVR	TE8SYJ	NA	NA	Tsimanampesotse	08:28:52_AM	19/2/2020	Tsimanampesotse	07:32:58_AM	26/2/2020	10024	good	MBC	ERS18893713	sample processed and sequenced
SJUKTE	TE8SYJ	NA	NA	Tsimanampesotse	07:45:47_AM	18/3/2020	Tsimanampesotse	08:14:07_AM	25/3/2020	10108	good	MBC	ERS18893714	sample processed and sequenced
SW3VP9	TE8SYJ	NA	NA	Tsimanampesotse	08:17:53_AM	13/5/2020	Tsimanampesotse	07:59:32_AM	20/5/2020	10062	good	MBC	ERS18893715	sample processed and sequenced
SQTKZZ	TE8SYJ	NA	NA	Tsimanampesotse	08:54:35_AM	10/6/2020	Tsimanampesotse	08:16:08_AM	17/6/2020	10042	good	MBC	ERS18893716	sample processed and sequenced
SIDDWX	TE8SYJ	NA	NA	Tsimanampesotse	08:23:05_AM	8/7/2020	Tsimanampesotse	08:00:59_AM	15/7/2020	10058	good	MBC	ERS18893717	sample processed and sequenced
SYFFUF	TE8SYJ	NA	NA	Tsimanampesotse	12:20:00_PM	22/1/2020	Tsimanampesotse	07:09:45_AM	29/1/2020	9770	poor	MBC	ERS18893718	sample processed and sequenced
SHFZTL	TE8SYJ	NA	NA	Tsimanampesotse	08:15:24_AM	15/4/2020	Tsimanampesotse	07:56:43_AM	22/4/2020	10061	poor	MBC	ERS18893719	sample processed and sequenced
SPFV27	TEE8KA	NA	NA	Analalava	02:30:52_PM	18/3/2020	Analalava	08:54:38_AM	25/3/2020	9744	acceptable	MBC	ERS18893720	sample processed and sequenced
SSUL8E	TEE8KA	NA	NA	Analalava	09:54:01_AM	15/4/2020	Analalava	11:04:15_AM	22/4/2020	10150	acceptable	MBC	ERS18893721	sample processed and sequenced
S33FPD	TEE8KA	NA	NA	Analalava	06:18:08_PM	13/5/2020	Analalava	08:55:24_AM	20/5/2020	9517	acceptable	MBC	ERS18893722	sample processed and sequenced
SHQUY7	TEE8KA	NA	NA	Analalava	10:21:45_AM	10/6/2020	Analalava	09:53:00_AM	17/6/2020	10051	acceptable	MBC	ERS18893723	sample processed and sequenced
SFIZMC	TEE8KA	NA	NA	Analalava	09:36:12_AM	7/8/2019	Analalava	08:59:09_AM	14/8/2019	10043	good	MBC	ERS18893724	sample processed and sequenced
SQRVVX	TEE8KA	NA	NA	Analalava	10:39:05_AM	4/9/2019	Analalava	10:29:29_AM	11/9/2019	10070	good	MBC	ERS18893725	sample processed and sequenced
SMDSDX	TEE8KA	NA	NA	Analalava	10:34:15_AM	2/10/2019	Analalava	09:36:36_AM	9/10/2019	10022	good	MBC	ERS18893726	sample processed and sequenced
SLGHXT	TEE8KA	NA	NA	Analalava	01:44:40_PM	30/10/2019	Analalava	05:13:18_PM	6/11/2019	10289	good	MBC	ERS18893727	sample processed and sequenced
SD8SYX	TEE8KA	NA	NA	Analalava	05:40:48_PM	27/11/2019	Analalava	11:24:03_AM	4/12/2019	9703	good	MBC	ERS18893728	sample processed and sequenced
S5GKAK	TEE8KA	NA	NA	Analalava	10:59:12_AM	20/12/2019	Analalava	06:04:51_PM	1/1/2020	17706	good	MBC	ERS18893729	sample processed and sequenced
SB4BPG	TEE8KA	NA	NA	Analalava	12:18:35_PM	22/1/2020	Analalava	09:28:47_AM	29/1/2020	9910	good	MBC	ERS18893730	sample processed and sequenced
SVNHJ9	TEE8KA	NA	NA	Analalava	09:56:09_AM	19/2/2020	Analalava	09:42:22_AM	26/2/2020	10066	good	MBC	ERS18893731	sample processed and sequenced
SAMVYW	TEE8KA	NA	NA	Analalava	11:00:00_AM	8/7/2020	Analalava	10:05:00_AM	15/7/2020	10025	good	MBC	ERS18893732	sample processed and sequenced
S6KQVC	TEGSKQ	NA	NA	Ambatovy	05:33:46_AM	7/8/2019	Ambatovy	04:27:49_AM	14/8/2019	10014	good	MBC	ERS18893733	sample processed and sequenced
SBFL3A	TEGSKQ	NA	NA	Ambatovy	04:49:22_AM	4/9/2019	Ambatovy	06:11:39_AM	11/9/2019	10162	good	MBC	ERS18893734	sample processed and sequenced
SF8LDF	TEGSKQ	NA	NA	Ambatovy	08:22:30_PM	2/10/2019	Ambatovy	10:28:42_PM	9/10/2019	10206	good	MBC	ERS18893735	sample processed and sequenced
SR4VEP	TEGSKQ	NA	NA	Ambatovy	12:39:56_AM	31/10/2019	Ambatovy	09:39:27_AM	6/11/2019	9180	good	MBC	ERS18893736	sample processed and sequenced
SFZ6XC	TEGSKQ	NA	NA	Ambatovy	01:37:16_PM	27/11/2019	Ambatovy	11:32:05_AM	4/12/2019	9955	good	MBC	ERS18893737	sample processed and sequenced
SUIGUP	TEGSKQ	NA	NA	Ambatovy	02:33:36_PM	22/1/2020	Batovy	11:04:25_PM	29/1/2020	10591	good	MBC	ERS18893738	sample processed and sequenced
SPJ3IH	TEGSKQ	NA	NA	Ambatovy	07:05:00_AM	19/2/2020	Ambatovy	08:00:00_AM	26/2/2020	10135	good	MBC	ERS18893739	sample processed and sequenced
SVX9KG	TEGSKQ	NA	NA	Ambatovy	11:20:00_AM	18/3/2020	Ambatovy	10:00:00_PM	25/3/2020	10720	good	MBC	ERS18893740	sample processed and sequenced
SV6HPH	TEGSKQ	NA	NA	Ambatovy	08:20:00_AM	15/4/2020	Ambatovy	08:25:00_AM	22/4/2020	10085	good	MBC	ERS18893741	sample processed and sequenced
S73I66	TEGSKQ	NA	NA	Ambatovy	03:10:00_PM	13/5/2020	Ambatovy	09:10:00_AM	20/5/2020	9720	good	MBC	ERS18893742	sample processed and sequenced
SSRIVM	TEGSKQ	NA	NA	Ambatovy	05:10:00_PM	10/6/2020	Ambatovy	07:05:00_PM	17/6/2020	10195	good	MBC	ERS18893743	sample processed and sequenced
SUYN7J	TEGSKQ	NA	NA	Ambatovy	10:05:00_AM	8/7/2020	Ambatovy	11:05:00_AM	15/7/2020	10140	good	MBC	ERS18893744	sample processed and sequenced
SXBJWG	TEGSKQ	NA	NA	Ambatovy	10:24:04_AM	25/12/2019	Ambatovy	07:47:21_AM	1/1/2020	9923	poor	MBC	ERS18893745	sample processed and sequenced
SRC6PT	TEYXBT	NA	NA	Maromizaha	04:05:36_AM	7/8/2019	Maromizaha	08:12:52_AM	14/8/2019	10327	good	MBC	ERS18893746	sample processed and sequenced
SX7JIL	TEYXBT	NA	NA	Maromizaha	05:31:47_AM	4/9/2019	Maromizaha	04:06:43_AM	11/9/2019	9995	good	MBC	ERS18893747	sample processed and sequenced
SXKMK3	TEYXBT	NA	NA	Maromizaha	05:08:14_AM	2/10/2019	Maromizaha	05:24:27_AM	9/10/2019	10096	good	MBC	ERS18893748	sample processed and sequenced
S3XIWI	TEYXBT	NA	NA	Maromizaha	03:40:18_AM	30/10/2019	Maromizaha	11:04:11_AM	6/11/2019	10524	good	MBC	ERS18893749	sample processed and sequenced
SASTNE	TEYXBT	NA	NA	Maromizaha	03:07:27_AM	27/11/2019	Maromizaha	04:06:44_AM	4/12/2019	10139	good	MBC	ERS18893750	sample processed and sequenced
SYB1ZT	TEYXBT	NA	NA	Maromizaha	03:42:06_AM	25/12/2019	Maromizaha	04:37:45_AM	1/1/2020	10136	good	MBC	ERS18893751	sample processed and sequenced
S9TALA	TEYXBT	NA	NA	Maromizaha	04:44:15_AM	22/1/2020	Maromizaha	03:31:28_AM	29/1/2020	10007	good	MBC	ERS18893752	sample processed and sequenced
SSVLUC	TEYXBT	NA	NA	Maromizaha	04:20:32_AM	19/2/2020	Maromizaha	04:11:14_AM	26/2/2020	10071	good	MBC	ERS18893753	sample processed and sequenced
SVHGZR	TEYXBT	NA	NA	Maromizaha	05:17:31_AM	18/3/2020	Maromizaha	04:30:12_AM	25/3/2020	10033	good	MBC	ERS18893754	sample processed and sequenced
SRZAWV	TEYXBT	NA	NA	Maromizaha	04:47:37_AM	15/4/2020	Maromizaha	04:55:25_AM	22/4/2020	10088	good	MBC	ERS18893755	sample processed and sequenced
SKZM6I	TEYXBT	NA	NA	Maromizaha	06:19:15_AM	13/5/2020	Maromizaha	09:20:02_AM	20/5/2020	10261	good	MBC	ERS18893756	sample processed and sequenced
S59EQL	TEYXBT	NA	NA	Maromizaha	06:20:00_PM	10/6/2020	Maromizaha	07:10:00_PM	17/6/2020	10130	good	MBC	ERS18893757	sample processed and sequenced
SPLJAK	TEYXBT	NA	NA	Maromizaha	10:10:00_AM	8/7/2020	Maromizaha	10:05:00_AM	15/7/2020	10075	good	MBC	ERS18893758	sample processed and sequenced
SFTGE6	TFBCWJ	NA	NA	Tsitongambarika	02:33:04_AM	7/8/2019	Tsitongambarika	01:36:08_AM	14/8/2019	10023	good	MBC	ERS18893759	sample processed and sequenced
STFIFV	TFBCWJ	NA	NA	Tsitongambarika	12:35:44_PM	4/9/2019	Tsitongambarika	02:36:54_PM	11/9/2019	10201	good	MBC	ERS18893760	sample processed and sequenced
SSQQUA	TFBCWJ	NA	NA	Tsitongambarika	12:02:27_PM	2/10/2019	Tsitongambarika	10:00:00_PM	9/10/2019	10678	good	MBC	ERS18893761	sample processed and sequenced
S1RBZX	TFBCWJ	NA	NA	Tsitongambarika	11:05:00_PM	30/10/2019	Tsitongambarika	11:33:28_AM	6/11/2019	9388	good	MBC	ERS18893762	sample processed and sequenced
SC5FCF	TFBCWJ	NA	NA	Tsitongambarika	06:02:35_PM	27/11/2019	Tsitongambarika	08:43:24_AM	4/12/2019	9521	good	MBC	ERS18893763	sample processed and sequenced
SELU9D	TFBCWJ	NA	NA	Tsitongambarika	08:29:39_AM	25/12/2019	Tsitongambarika	07:12:32_AM	1/1/2020	10003	good	MBC	ERS18893764	sample processed and sequenced
SCKSBK	TFBCWJ	NA	NA	Tsitongambarika	07:51:59_AM	22/1/2020	Tsitongambarika	09:39:23_AM	30/1/2020	11627	good	MBC	ERS18893765	sample processed and sequenced
S3PST9	TFBCWJ	NA	NA	Tsitongambarika	12:22:03_PM	19/2/2020	Tsitongambarika	08:03:44_AM	26/2/2020	9822	good	MBC	ERS18893766	sample processed and sequenced
SNC5YP	TFBCWJ	NA	NA	Tsitongambarika	08:05:00_AM	18/3/2020	Tsitongambarika	10:32:00_AM	25/3/2020	10227	good	MBC	ERS18893767	sample processed and sequenced
SUBKHB	TFBCWJ	NA	NA	Tsitongambarika	12:00:00_AM	16/4/2020	Tsitongambarika	10:25:00_AM	22/4/2020	9265	good	MBC	ERS18893768	sample processed and sequenced
SN2GYY	TFBCWJ	NA	NA	Tsitongambarika	10:20:00_PM	13/5/2020	Tsitongambarika	12:15:00_PM	20/5/2020	9475	good	MBC	ERS18893769	sample processed and sequenced
SHSJFD	TFBCWJ	NA	NA	Tsitongambarika	04:20:00_PM	10/6/2020	Tsitongambarika	06:10:00_PM	17/6/2020	10190	good	MBC	ERS18893770	sample processed and sequenced
SLYV5T	TFBCWJ	NA	NA	Tsitongambarika	10:10:00_AM	8/7/2020	Tsitongambarika	10:10:00_AM	15/7/2020	10080	good	MBC	ERS18893771	sample processed and sequenced
SBW5QL	TFWNLD	NA	NA	Ankarafantsika	06:31:55_AM	7/8/2019	Ankarafantsika	06:20:58_AM	14/8/2019	10069	good	MBC	ERS18893772	sample processed and sequenced
SR2LVN	TFWNLD	NA	NA	Ankarafantsika	03:47:57_AM	5/9/2019	Ankarafantsika	04:51:21_AM	11/9/2019	8703	good	MBC	ERS18893773	sample processed and sequenced
SBFFUR	TFWNLD	NA	NA	Ankarafantsika	03:51:40_AM	2/10/2019	Ankarafantsika	03:32:12_AM	9/10/2019	10061	good	MBC	ERS18893774	sample processed and sequenced
SSLZ6R	TFWNLD	NA	NA	Ankarafantsika	05:35:02_AM	30/10/2019	Ankarafantsika	03:02:20_AM	6/11/2019	9927	good	MBC	ERS18893775	sample processed and sequenced
STYHDY	TFWNLD	NA	NA	Ankarafantsika	02:00:00_PM	27/11/2019	Ankarafantsika	09:15:00_AM	4/12/2019	9795	good	MBC	ERS18893776	sample processed and sequenced
SQHP8F	TFWNLD	NA	NA	Ankarafantsika	04:44:19_AM	25/12/2019	Ankarafantsika	01:51:38_AM	1/1/2020	9907	good	MBC	ERS18893777	sample processed and sequenced
SBGAVQ	TFWNLD	NA	NA	Ankarafantsika	07:03:28_AM	22/1/2020	Ankarafantsika	10:41:57_AM	29/1/2020	10298	good	MBC	ERS18893778	sample processed and sequenced
SHJXWB	TFWNLD	NA	NA	Ankarafantsika	07:21:28_AM	19/2/2020	Ankarafantsika	05:44:50_AM	26/2/2020	9983	good	MBC	ERS18893779	sample processed and sequenced
SXBAJP	TFWNLD	NA	NA	Ankarafantsika	07:07:05_AM	18/3/2020	Ankarafantsika	08:45:13_AM	25/3/2020	10178	good	MBC	ERS18893780	sample processed and sequenced
S4CHRP	TFWNLD	NA	NA	Ankarafantsika	08:31:52_AM	15/4/2020	Ankarafantsika	10:36:09_AM	22/4/2020	10204	good	MBC	ERS18893781	sample processed and sequenced
SPZ7AS	TFWNLD	NA	NA	Ankarafantsika	09:06:38_AM	13/5/2020	Ankarafantsika	08:25:59_AM	20/5/2020	10039	good	MBC	ERS18893782	sample processed and sequenced
SS3GUF	TFWNLD	NA	NA	Ankarafantsika	09:32:04_AM	10/6/2020	Ankarafantsika	10:13:47_AM	17/6/2020	10122	good	MBC	ERS18893783	sample processed and sequenced
SVWUNC	TFWNLD	NA	NA	Ankarafantsika	01:00:00_PM	8/7/2020	Ankarafantsika	09:30:00_AM	15/7/2020	9870	good	MBC	ERS18893784	sample processed and sequenced
