sampleID_FIELD	trapID	biomass_grams	placing_user	placing_time	placing_date	collecting_user	collecting_time	collecting_date	duration_min	trap_condition_collection	sample_ethanol_conc	processing_group	sample_accession_ENA	sample_status
SLZUKY	TLCIG9	12.349	Sofie_Bjoerklund	11:50:16_AM	15/6/2019	Sofie_Bjoerklund	10:27:58_AM	23/6/2019	11438	good	92.6	Lysis_first	ERS16369281	sample processed and sequenced
S5BDJ6	T5FPCF	2.847	Jimmy_Skord	12:24:30_PM	21/9/2019	Jimmy_Skord	3:20:56_PM	5/10/2019	20336	good	94.3	Lysis_first	ERS16369282	sample processed and sequenced
S4Q72Z	TU2YW9	2.027	Jimmy_Skord	11:08:07_AM	7/9/2019	Jimmy_Skord	2:00:00_PM	14/9/2019	10252	good	94.3	Lysis_first	ERS16369283	sample processed and sequenced
SFVYZD	TUHLET	3.815	Ulrika_Ljung	7:45:31_PM	26/4/2019	Krister_Ljung	6:29:41_PM	5/5/2019	12884	good	93.6	Lysis_last	ERS16369284	sample processed and sequenced
SHXCR7	TEYZYN	2.459	Mats_Hannevad	3:39:08_PM	1/4/2019	Mats_Hannevad	4:55:37_PM	7/4/2019	8716	good	95.1	Lysis_last	ERS16369285	sample processed and sequenced
S8CQZW	TUBWQK	3.259	Sibylle_Haeggqvist	7:36:29_PM	31/3/2019	Sibylle_Haeggqvist	10:21:51_AM	6/4/2019	8085	good	94.1	Lysis_last	ERS16369286	sample processed and sequenced
SSDIEK	TZXF7I	1.763	Staffan_Aastroem	8:06:19_AM	10/8/2019	Staffan_Aastroem	8:02:53_AM	17/8/2019	10077	good	94.9	Lysis_first	ERS16369287	sample processed and sequenced
SBQXWE	TLCIG9	11.259	Sofie_Bjoerklund	6:50:18_PM	4/8/2019	Sofie_Bjoerklund	3:22:46_PM	11/8/2019	9872	good	93	Lysis_first	ERS16369288	sample processed and sequenced
SI2B4T	T5FPCF	5.239	Jimmy_Skord	11:20:00_AM	24/8/2019	Jimmy_Skord	1:06:04_PM	31/8/2019	10186	good	93.9	Lysis_first	ERS16369289	sample processed and sequenced
SA8ZK7	TE2T4A	2.237	Maud_Tyboni	11:56:19_AM	24/8/2019	Marcella_Simms	12:30:09_PM	30/8/2019	8674	good	94.6	Lysis_first	ERS16369290	sample processed and sequenced
SRVZBQ	TIS5BD	30.129	Kjell-Arne_Edvinsson	1:51:39_PM	14/6/2019	Kjell-Arne_Edvinsson	3:10:14_PM	23/6/2019	13039	good	89.7	Lysis_first	ERS16369291	sample processed and sequenced
S9WRMN	T2YFPK	3.794	Karl_Gunnar Rosander	4:41:10_PM	22/6/2019	Karl_Gunnar Rosander	1:18:49_PM	29/6/2019	9878	good	94.5	Lysis_last	ERS16369292	sample processed and sequenced
SD97Q4	T5FPCF	2.694	Jimmy_Skord	1:06:43_PM	31/8/2019	Jimmy_Skord	11:00:00_AM	7/9/2019	9953	good	94.5	Lysis_first	ERS16369293	sample processed and sequenced
SEJSBY	TIS5BD	1.276	Kjell-Arne_Edvinsson	2:31:11_PM	29/3/2019	Kjell-Arne_Edvinsson	9:00:23_AM	5/4/2019	9749	good	95.3	Lysis_last	ERS16369294	sample processed and sequenced
SKCS2K	TZDKD7	2.508	Johan_Durk	9:53:12_AM	27/4/2019	Johan_Durk	11:29:35_AM	5/5/2019	11616	good	95	Lysis_last	ERS16369295	sample processed and sequenced
SJFAPQ	TLCIG9	8.555	Sofie_Bjoerklund	7:34:48_PM	24/8/2019	Sofie_Bjoerklund	9:18:03_AM	31/8/2019	9463	good	93.7	Lysis_first	ERS16369296	sample processed and sequenced
SLDKH9	TZRRMG	2.885	Jimmy_Skord	11:30:00_AM	24/8/2019	Jimmy_Skord	1:15:34_PM	31/8/2019	10186	good	94.5	Lysis_first	ERS16369297	sample processed and sequenced
SYZULV	TBGYQQ	2.862	Hannah_Igelfelt	3:05:00_PM	29/6/2019	Hannah_Igelfelt	4:39:18_PM	6/7/2019	10174	good	94.8	Lysis_first	ERS16369298	sample processed and sequenced
SGBHUM	TU2YW9	4.552	Jimmy_Skord	3:03:54_PM	5/10/2019	Jimmy_Skord	12:00:00_PM	26/10/2019	30056	acceptable	94.2	Lysis_first	ERS16369299	sample processed and sequenced
SRT7A8	TYDUPV	4.036	Ulrika_Ljung	7:08:47_PM	26/4/2019	Ulrika_Ljung	6:25:32_PM	5/5/2019	12917	good	94.6	Lysis_last	ERS16369300	sample processed and sequenced
SYKUEP	T4EMTM	0.676	Laurent_Mertz	3:37:03_PM	27/4/2019	Laurent_Mertz	3:59:26_PM	4/5/2019	10102	good	94.8	Lysis_last	ERS16369301	sample processed and sequenced
SALRB8	TLCIG9	1.011	Sofie_Bjoerklund	2:44:30_PM	23/11/2019	Sofie_Bjoerklund	11:22:02_AM	22/12/2019	41558	good	91	Lysis_first	ERS16369302	sample processed and sequenced
S16BD4	TWLJ2P	1.53	Amanda_Brising	9:18:22_AM	30/3/2019	Amanda_Brising	12:16:41_PM	6/4/2019	10258	good	95.1	Lysis_last	ERS16369303	sample processed and sequenced
SHJ71M	T5R3X9	9.939	Kristina_Tajani	2:05:51_PM	14/6/2019	Kristina_Tajani	1:33:36_PM	21/6/2019	10048	good	93.9	Lysis_first	ERS16369304	sample processed and sequenced
SUFJ6R	TIS5BD	3.986	Kjell-Arne_Edvinsson	3:31:42_PM	30/6/2019	Kjell-Arne_Edvinsson	9:50:01_AM	5/7/2019	6858	good	94.7	Lysis_first	ERS16369305	sample processed and sequenced
SFDGGD	TLCIG9	0.308	Sofie_Bjoerklund	3:49:36_PM	5/5/2019	Sofie_Bjoerklund	10:35:55_AM	12/5/2019	9766	acceptable	94.7	Lysis_first	ERS16369306	sample processed and sequenced
SDP65Z	TGX4C7	11.92	Baatel_Enekvist	1:13:08_PM	22/6/2019	Baatel_Enekvist	9:35:07_AM	29/6/2019	9862	good	93.3	Lysis_last	ERS16369307	sample processed and sequenced
SNLMD3	TIS5BD	1.561	Kjell-Arne_Edvinsson	6:42:31_AM	28/4/2019	Kjell-Arne_Edvinsson	10:17:37_AM	4/5/2019	8855	good	95.2	Lysis_last	ERS16369308	sample processed and sequenced
SZLVKT	TBGYQQ	3.638	Hannah_Igelfelt	10:44:00_AM	31/8/2019	Hannah_Igelfelt	11:30:00_AM	7/9/2019	10126	good	94.6	Lysis_first	ERS16369309	sample processed and sequenced
SJWHIX	T5R3X9	3.566	Kristina_Tajani	10:20:32_AM	9/8/2019	Kristina_Tajani	12:53:24_PM	16/8/2019	10233	good	94.6	Lysis_first	ERS16369310	sample processed and sequenced
SD5MDL	TLG2QC	1.359	Haakan_Lernefalk	1:05:46_PM	27/4/2019	Haakan_Lernefalk	10:36:47_AM	4/5/2019	9931	good	95.2	Lysis_last	ERS16369311	sample processed and sequenced
SA5PFS	TIS5BD	6.037	Kjell-Arne_Edvinsson	1:25:40_PM	23/8/2019	Kjell-Arne_Edvinsson	9:38:12_AM	8/9/2019	22813	good	93.4	Lysis_first	ERS16369312	sample processed and sequenced
SZQJPY	TBGYQQ	4.785	Hannah_Igelfelt	5:51:46_PM	9/8/2019	Hannah_Igelfelt	11:58:13_AM	18/8/2019	12606	good	94.3	Lysis_first	ERS16369313	sample processed and sequenced
STIEZF	TE2T4A	1.827	Lars_Annerstedt	2:31:55_PM	21/9/2019	Lars_Annerstedt	10:32:30_AM	28/9/2019	9841	good	94.2	Lysis_first	ERS16369314	sample processed and sequenced
SWWR4E	TIS5BD	9.315	Kjell-Arne_Edvinsson	8:12:37_AM	2/6/2019	Kjell-Arne_Edvinsson	12:42:28_PM	9/6/2019	10350	good	93.9	Lysis_first	ERS16369315	sample processed and sequenced
SDIAMP	TSFYKU	0.493	Andreas_Grabs	8:31:00_AM	28/4/2019	Andreas_Grabs	9:00:38_AM	5/5/2019	10110	good	94.9	Lysis_last	ERS16369316	sample processed and sequenced
S7XKGT	TDCIPI	1.228	Jimmy_Skord	3:11:36_PM	5/10/2019	Jimmy_Skord	12:00:00_AM	26/10/2019	29328	acceptable	94.5	Lysis_first	ERS16369317	sample processed and sequenced
STFYME	TU2YW9	1.535	Jimmy_Skord	11:00:00_AM	24/8/2019	Jimmy_Skord	12:26:43_PM	31/8/2019	10167	poor	95.5	Lysis_first	ERS16369318	sample processed and sequenced
SRQM6E	TIS5BD	1.218	Kjell-Arne_Edvinsson	11:37:01_AM	24/11/2019	Kjell-Arne_Edvinsson	11:40:28_AM	22/12/2019	40323	good	94.4	Lysis_first	ERS16369319	sample processed and sequenced
SN148X	T5R3X9	9.235	Kristina_Tajani	10:01:01_AM	5/7/2019	Kristina_Tajani	10:15:00_AM	12/7/2019	10094	good	93.6	Lysis_first	ERS16369320	sample processed and sequenced
SDJWDL	TBGYQQ	4.148	Hannah_Igelfelt	10:45:00_AM	8/6/2019	Hannah_Igelfelt	2:48:58_PM	15/6/2019	10324	good	94.6	Lysis_first	ERS16369321	sample processed and sequenced
STMSFE	TC6XPC	-0.05	Jimmy_Skord	3:41:16_PM	5/10/2019	Jimmy_Skord	12:00:00_AM	26/10/2019	29299	acceptable	94.5	Lysis_first	ERS16369322	sample processed and sequenced
S5RZSY	TIS5BD	7.095	Kjell-Arne_Edvinsson	9:50:16_AM	5/7/2019	Kjell-Arne_Edvinsson	7:24:55_AM	12/7/2019	9935	good	94.3	Lysis_first	ERS16369323	sample processed and sequenced
SKGQDI	T4EMTM	3.281	Laurent_Mertz	9:01:11_AM	30/3/2019	Laurent_Mertz	3:19:09_PM	5/4/2019	9018	good	94.8	Lysis_last	ERS16369324	sample processed and sequenced
STM61A	TKBVDW	1.585	Pieter_Fuerst	11:07:19_AM	22/9/2019	Pieter_Fuerst	10:24:30_AM	28/9/2019	8597	good	95	Lysis_first	ERS16369325	sample processed and sequenced
SKCTTY	TKLVMZ	1.207	Baatel_Enekvist	12:26:52_PM	22/6/2019	Baatel_Enekvist	8:51:56_AM	29/6/2019	9865	good	95	Lysis_last	ERS16369326	sample processed and sequenced
SEKBCM	TLCIG9	4.317	Sofie_Bjoerklund	6:16:39_PM	19/5/2019	Sofie_Bjoerklund	5:24:09_PM	26/5/2019	10028	good	94.1	Lysis_first	ERS16369327	sample processed and sequenced
SH48IT	TDCIPI	1.936	Jimmy_Skord	11:10:00_AM	24/8/2019	Jimmy_Skord	12:52:10_PM	31/8/2019	10182	good	94.4	Lysis_first	ERS16369328	sample processed and sequenced
SB4NIV	T5R3X9	0.532	Kristina_Tajani	9:24:55_AM	20/9/2019	Kristina_Tajani	9:35:00_AM	27/9/2019	10090	good	95.2	Lysis_first	ERS16369329	sample processed and sequenced
SZTU2J	TLCIG9	7.069	Sofie_Bjoerklund	9:59:18_AM	30/6/2019	Sofie_Bjoerklund	9:13:55_AM	6/7/2019	8595	good	93.7	Lysis_first	ERS16369330	sample processed and sequenced
S3CGTM	TSTZUY	2.862	Thomas_Westin	8:11:08_AM	16/8/2019	Thomas_Westin	10:11:31_AM	23/8/2019	10200	good	94.1	Lysis_last	ERS16369331	sample processed and sequenced
SWHAHX	TLCIG9	1.54	Sofie_Bjoerklund	2:02:30_PM	27/10/2019	Sofie_Bjoerklund	2:44:20_PM	23/11/2019	38922	good	93.5	Lysis_first	ERS16369332	sample processed and sequenced
SCRSVB	TIS5BD	6.327	Kjell-Arne_Edvinsson	7:09:35_AM	2/8/2019	Kjell-Arne_Edvinsson	1:00:00_PM	11/8/2019	13310	good	93.9	Lysis_first	ERS16369333	sample processed and sequenced
SZVTES	TIS5BD	3.503	Kjell-Arne_Edvinsson	9:10:16_AM	11/5/2019	Kjell-Arne_Edvinsson	11:00:00_AM	19/5/2019	11630	good	94.4	Lysis_first	ERS16369334	sample processed and sequenced
SYVV4Q	TE2T4A	0.852	Marcella_Simms	5:46:31_AM	6/9/2019	Marcella_Simms	12:12:07_PM	15/9/2019	13346	good	93.6	Lysis_first	ERS16369335	sample processed and sequenced
STJUVS	TUBWQK	4.836	Sibylle_Haeggqvist	11:00:06_AM	18/8/2019	Sibylle_Haeggqvist	5:26:57_PM	24/8/2019	9027	good	93.9	Lysis_last	ERS16369336	sample processed and sequenced
SDZVKA	TIS5BD	3.209	Kjell-Arne_Edvinsson	12:42:52_PM	9/6/2019	Kjell-Arne_Edvinsson	1:51:22_PM	14/6/2019	7268	good	94.7	Lysis_first	ERS16369337	sample processed and sequenced
SGHBEQ	TC6XPC	1.11	Jimmy_Skord	11:40:00_AM	24/8/2019	Jimmy_Skord	1:37:03_PM	31/8/2019	10197	good	94.5	Lysis_first	ERS16369338	sample processed and sequenced
SXEY4V	TLCIG9	21.298	Sofie_Bjoerklund	9:13:52_AM	14/7/2019	Sofie_Bjoerklund	2:19:38_PM	20/7/2019	8946	good	91.4	Lysis_first	ERS16369339	sample processed and sequenced
SVPTTI	TBGYQQ	5.923	Hannah_Igelfelt	2:49:18_PM	15/6/2019	Hannah_Igelfelt	11:44:09_AM	23/6/2019	11335	good	94.1	Lysis_first	ERS16369340	sample processed and sequenced
SSH66E	TE2T4A	2.591	Maud_Tyboni	9:16:29_AM	10/8/2019	Maud_Tyboni	1:18:46_PM	17/8/2019	10322	good	93.5	Lysis_first	ERS16369341	sample processed and sequenced
S4NTZ2	TDCIPI	1.842	Jimmy_Skord	12:52:24_PM	31/8/2019	Jimmy_Skord	11:19:05_AM	7/9/2019	9987	good	94.8	Lysis_first	ERS16369342	sample processed and sequenced
SAB8GC	TUBWQK	7.752	Sibylle_Haeggqvist	5:44:29_PM	23/6/2019	Sibylle_Haeggqvist	2:48:51_PM	29/6/2019	8464	good	93.7	Lysis_last	ERS16369343	sample processed and sequenced
SZWMX8	TSFYKU	2.688	Andreas_Grabs	9:09:23_AM	30/3/2019	Andreas_Grabs	6:37:17_PM	5/4/2019	9208	good	94.7	Lysis_last	ERS16369344	sample processed and sequenced
SH2EPZ	TE2T4A	2.197	Marcella_Simms	12:30:35_PM	30/8/2019	Marcella_Simms	5:46:16_AM	6/9/2019	9676	good	94.5	Lysis_first	ERS16369345	sample processed and sequenced
SUSTFJ	T5R3X9	14.644	Kristina_Tajani	1:44:03_PM	26/7/2019	Kristina_Tajani	10:10:10_AM	2/8/2019	9866	good	93	Lysis_first	ERS16369346	sample processed and sequenced
SFNLAN	TLCIG9	3.846	Sofie_Bjoerklund	12:41:44_PM	28/9/2019	Sofie_Bjoerklund	2:02:18_PM	27/10/2019	41841	good	92.2	Lysis_first	ERS16369347	sample processed and sequenced
S7HUCK	T1QLZR	4.213	Jimmy_Skord	11:50:00_AM	24/8/2019	Jimmy_Skord	1:47:11_PM	31/8/2019	10197	good	94.3	Lysis_first	ERS16369348	sample processed and sequenced
SRUFUY	T1QLZR	2.136	Jimmy_Skord	12:48:10_PM	21/9/2019	Jimmy_Skord	3:49:28_PM	5/10/2019	20341	good	94.8	Lysis_first	ERS16369349	sample processed and sequenced
SHQBFK	TIS5BD	5.26	Kjell-Arne_Edvinsson	5:02:49_PM	26/7/2019	Kjell-Arne_Edvinsson	7:09:21_AM	2/8/2019	9487	good	94.4	Lysis_first	ERS16369350	sample processed and sequenced
S1ZCTE	TSFYKU	3.391	Andreas_Grabs	11:34:41_AM	25/5/2019	Andreas_Grabs	11:00:00_AM	1/6/2019	10045	good	94.6	Lysis_last	ERS16369351	sample processed and sequenced
SWNQA1	TBGYQQ	3.347	Hannah_Igelfelt	3:45:09_PM	18/5/2019	Hannah_Igelfelt	11:08:34_AM	25/5/2019	9803	good	94.5	Lysis_first	ERS16369352	sample processed and sequenced
SNUIT9	T7WIMF	6.8644	Jakob_Wilhelmsson	3:36:52_PM	18/5/2019	Jakob_Wilhelmsson	6:37:59_PM	25/5/2019	10261	good	93.8	Lysis_first	ERS16369353	sample processed and sequenced
SWHULK	TG6JK1	3.5444	Johannes_Lundberg	7:17:20_AM	11/5/2019	Johannes_Lundberg	12:06:03_PM	18/5/2019	10369	good	94.4	Lysis_first	ERS16369354	sample processed and sequenced
S5WVDE	T6YFBI	7.0354	Sten_Persson	4:17:03_PM	13/7/2019	Sten_Persson	1:51:22_PM	20/7/2019	9934	good	93.4	Lysis_first	ERS16369355	sample processed and sequenced
S9VXZQ	TV6Z5Y	2.5294	Jan_Andersson	10:34:14_AM	27/4/2019	Richard_Olofsson	10:37:53_AM	4/5/2019	10084	acceptable	94.5	Lysis_last	ERS16369356	sample processed and sequenced
SB1AL3	T6YFBI	1.9194	Sten_Persson	1:49:29_PM	10/8/2019	Sten_Persson	2:27:10_PM	17/8/2019	10118	good	93.8	Lysis_first	ERS16369357	sample processed and sequenced
SX94FB	TSKEKT	3.9614	Per_Wetterstrand	11:52:23_AM	3/8/2019	Per_Wetterstrand	5:22:23_PM	10/8/2019	10410	acceptable	93.9	Lysis_first	ERS16369358	sample processed and sequenced
SCR6FI	TKIAHP	0.5574	Catarina_Laestadius	4:22:08_PM	22/9/2019	Catarina_Laestadius	10:50:16_AM	29/9/2019	9748	good	95	Lysis_first	ERS16369359	sample processed and sequenced
S79FGD	TFIA7R	6.1864	Lisa_Andersson	2:08:48_PM	9/8/2019	Lisa_Andersson	10:58:32_AM	17/8/2019	11330	good	94.1	Lysis_first	ERS16369360	sample processed and sequenced
S2ZBEG	TDGFXV	8.6784	Hasse_Henriksson	6:41:36_AM	18/5/2019	Hasse_Henriksson	4:37:51_PM	25/5/2019	10676	good	92.9	Lysis_first	ERS16369361	sample processed and sequenced
SVZXWS	TXGZUY	1.6544	Lena_Nilsson	5:37:00_AM	29/4/2019	Lena_Nilsson	2:08:32_PM	4/5/2019	7712	good	94.4	Lysis_last	ERS16369362	sample processed and sequenced
SGFKEZ	T1YMRX	18.6174	Helena_Elmquist	11:00:00_AM	6/7/2019	Helena_Elmquist	11:00:00_AM	13/7/2019	10080	good	88.8	Lysis_first	ERS16369363	sample processed and sequenced
S99Z2C	TJZHPY	3.5174	Helena_Elmquist	2:00:00_PM	31/8/2019	Helena_Elmquist	11:45:00_AM	7/9/2019	9945	good	94.4	Lysis_first	ERS16369364	sample processed and sequenced
SNWC3D	TAKAXU	2.3554	Pieter_Fuerst	10:22:31_AM	3/8/2019	Pieter_Fuerst	10:36:11_AM	9/8/2019	8654	good	94.5	Lysis_first	ERS16369365	sample processed and sequenced
SF5A91	TLG2QC	3.4194	Haakan_Lernefalk	11:16:49_AM	10/8/2019	Haakan_Lernefalk	12:00:00_PM	18/8/2019	11563	good	94.1	Lysis_first	ERS16369366	sample processed and sequenced
SLHPWH	TI93DT	1.6564	Pieter_Fuerst	10:54:34_AM	22/9/2019	Pieter_Fuerst	10:11:52_AM	28/9/2019	8597	good	94.9	Lysis_first	ERS16369367	sample processed and sequenced
SUPXGH	TLG2QC	3.2834	Haakan_Lernefalk	5:10:03_PM	12/7/2019	Haakan_Lernefalk	10:17:45_AM	19/7/2019	9668	good	94.6	Lysis_first	ERS16369368	sample processed and sequenced
SXT7PD	TGXFSR	6.5404	Rune_Wikenfors	7:51:57_AM	18/5/2019	Malin_Aiero	4:16:03_PM	26/5/2019	12024	good	94	Lysis_first	ERS16369369	sample processed and sequenced
SEHFTK	TXGZUY	2.1544	Lena_Nilsson	9:45:00_PM	18/5/2019	Lena_Nilsson	12:45:05_PM	26/5/2019	10980	acceptable	92.6	Lysis_first	ERS16369370	sample processed and sequenced
SQGIUJ	T7WIMF	6.8744	Jakob_Wilhelmsson	5:36:47_PM	22/6/2019	Jakob_Wilhelmsson	1:12:06_PM	29/6/2019	9815	good	93.5	Lysis_last	ERS16369371	sample processed and sequenced
SIAUDG	TG6JK1	3.2084	Johannes_Lundberg	2:23:23_PM	13/4/2019	Jenny_Olsson	3:04:06_PM	21/4/2019	11561	good	94.8	Lysis_first	ERS16369372	sample processed and sequenced
SBSQDS	THGNFM	1.6084	Sten_Persson	8:18:18_AM	3/8/2019	Sten_Persson	1:58:04_PM	10/8/2019	10420	good	94.5	Lysis_first	ERS16369373	sample processed and sequenced
STVQKQ	TTXHGW	1.9584	Pieter_Fuerst	11:27:06_AM	30/6/2019	Pieter_Fuerst	10:23:28_AM	7/7/2019	10016	good	94.7	Lysis_first	ERS16369374	sample processed and sequenced
SCMSQZ	TG6JK1	2.5094	Johannes_Lundberg	9:31:12_AM	11/8/2019	Johannes_Lundberg	1:02:59_PM	17/8/2019	8852	good	94.7	Lysis_first	ERS16369375	sample processed and sequenced
S32DWQ	TLG2QC	1.1804	Haakan_Lernefalk	11:18:35_AM	22/11/2019	Haakan_Lernefalk	12:00:00_AM	20/12/2019	39641	good	94	Lysis_first	ERS16369376	sample processed and sequenced
SQQBCH	T7WIMF	6.618	Jakob_Wilhelmsson	11:13:59_AM	31/3/2019	Jakob_Wilhelmsson	6:45:56_PM	6/4/2019	9092	good	94.4	Lysis_last	ERS16369377	sample processed and sequenced
SIHSYW	TG6JK1	1.8854	Johannes_Lundberg	11:16:43_AM	4/5/2019	Johannes_Lundberg	7:16:41_AM	11/5/2019	9840	good	94.7	Lysis_first	ERS16369378	sample processed and sequenced
SEBERC	TIAIK1	9.1544	Richard_Olofsson	7:48:57_PM	2/6/2019	Richard_Olofsson	10:00:18_AM	9/6/2019	9491	good	92.8	Lysis_first	ERS16369379	sample processed and sequenced
SXMSJP	TG6JK1	1.7394	Johannes_Lundberg	11:26:22_AM	8/9/2019	Johannes_Lundberg	1:26:53_PM	14/9/2019	8761	good	94.8	Lysis_first	ERS16369380	sample processed and sequenced
SACZ4W	THGNFM	2.4804	Sten_Persson	3:50:00_PM	31/8/2019	Sten_Persson	5:00:00_PM	15/9/2019	21670	good	87.1	Lysis_first	ERS16369381	sample processed and sequenced
SWTASV	T6YFBI	3.1384	Sten_Persson	2:09:23_PM	30/6/2019	Sten_Persson	2:46:36_PM	6/7/2019	8677	good	93.3	Lysis_first	ERS16369382	sample processed and sequenced
SLG8T4	TAKAXU	1.9934	Pieter_Fuerst	11:23:39_AM	25/8/2019	Pieter_Fuerst	10:22:35_AM	1/9/2019	10019	good	94	Lysis_first	ERS16369383	sample processed and sequenced
SNRMDE	TLG2QC	3.0834	Haakan_Lernefalk	7:00:00_AM	30/8/2019	Haakan_Lernefalk	9:45:49_AM	8/9/2019	13126	good	94.4	Lysis_first	ERS16369384	sample processed and sequenced
SU1BTL	TDGFXV	2.9264	Hasse_Henriksson	9:17:46_AM	11/5/2019	Hasse_Henriksson	6:40:19_AM	18/5/2019	9923	good	94.5	Lysis_first	ERS16369385	sample processed and sequenced
S5IM9K	TG6JK1	2.7194	Johannes_Lundberg	4:56:53_PM	27/4/2019	Johannes_Lundberg	11:16:20_AM	4/5/2019	9739	good	94.5	Lysis_last	ERS16369386	sample processed and sequenced
SCXLFX	THGNFM	7.7204	Sten_Persson	4:25:49_PM	13/7/2019	Sten_Persson	2:03:36_PM	20/7/2019	9938	good	93.5	Lysis_first	ERS16369387	sample processed and sequenced
SPS38I	T6YFBI	1.9424	Sten_Persson	8:10:40_AM	3/8/2019	Sten_Persson	1:48:38_PM	10/8/2019	10418	good	94	Lysis_first	ERS16369388	sample processed and sequenced
SEFLZQ	TG6JK1	1.0464	Jenny_Olsson	1:31:59_PM	5/4/2019	Johannes_Lundberg	2:22:48_PM	13/4/2019	11571	poor	94.9	Lysis_first	ERS16369389	sample processed and sequenced
S8BBVH	TS6VW9	1.5824	Pieter_Fuerst	10:45:35_AM	28/9/2019	Pieter_Fuerst	11:56:53_AM	26/10/2019	40391	poor	93.1	Lysis_first	ERS16369390	sample processed and sequenced
SWULWM	TG6JK1	1.0024	Johannes_Lundberg	9:26:36_AM	4/1/2019	Johannes_Lundberg	2:23:10_PM	2/2/2019	42057	poor	94.7	Lysis_first	ERS16369391	sample processed and sequenced
S5W3HT	TJXPPV	1.2824	Rebecka_Erixon	12:51:33_PM	24/11/2019	Rebecka_Erixon	2:05:06_PM	22/12/2019	40394	poor	82.8	Lysis_first	ERS16369392	sample processed and sequenced
S9YTUU	T7WIMF	3.4624	Jakob_Wilhelmsson	10:50:34_AM	11/5/2019	Jakob_Wilhelmsson	3:35:51_PM	18/5/2019	10365	good	94.5	Lysis_first	ERS16369393	sample processed and sequenced
SHCJIX	T8IKAG	2.9914	Lena_Nilsson	11:36:49_AM	21/4/2019	Martin_Nehmann	12:10:35_PM	27/4/2019	8674	good	93.3	Lysis_first	ERS16369394	sample processed and sequenced
SPBDCV	TJZHPY	4.5214	Helena_Elmquist	3:00:00_PM	24/8/2019	Helena_Elmquist	2:00:00_PM	31/8/2019	10020	good	94.2	Lysis_first	ERS16369395	sample processed and sequenced
SZM4I9	TG6JK1	1.4144	Johannes_Lundberg	2:43:14_PM	9/3/2019	Johannes_Lundberg	2:14:25_PM	30/3/2019	30211	good	94.4	Lysis_first	ERS16369396	sample processed and sequenced
SD4GMQ	THGNFM	1.1384	Sten_Persson	1:58:28_PM	10/8/2019	Sten_Persson	2:36:03_PM	17/8/2019	10118	good	94.3	Lysis_first	ERS16369397	sample processed and sequenced
SPCPCP	TAKAXU	1.9484	Pieter_Fuerst	11:36:19_AM	8/9/2019	Pieter_Fuerst	9:42:16_AM	14/9/2019	8526	good	94.8	Lysis_first	ERS16369398	sample processed and sequenced
S3MGEW	T7VH4H	1.5114	Pieter_Fuerst	11:01:39_AM	30/6/2019	Pieter_Fuerst	10:05:30_AM	7/7/2019	10024	good	94.8	Lysis_first	ERS16369399	sample processed and sequenced
SRSNYF	TLG2QC	1.4904	Haakan_Lernefalk	11:00:00_AM	21/9/2019	Haakan_Lernefalk	11:00:00_AM	29/9/2019	11520	good	94.7	Lysis_first	ERS16369400	sample processed and sequenced
SUTTXP	TDGFXV	4.5764	Hasse_Henriksson	4:38:42_PM	25/5/2019	Hasse_Henriksson	7:20:43_AM	1/6/2019	9522	good	94.6	Lysis_last	ERS16369401	sample processed and sequenced
SB4HXY	TG6JK1	3.0904	Jenny_Olsson	3:06:21_PM	21/4/2019	Johannes_Lundberg	4:56:04_PM	27/4/2019	8750	poor	93.7	Lysis_first	ERS16369402	sample processed and sequenced
SY5DME	THGNFM	4.0624	Sten_Persson	6:19:17_PM	23/6/2019	Sten_Persson	2:19:14_PM	30/6/2019	9840	good	93.5	Lysis_last	ERS16369403	sample processed and sequenced
SDVB5K	TNGTPF	0.5514	Jan_Andersson	9:58:41_AM	27/4/2019	Richard_Olofsson	9:59:51_AM	4/5/2019	10081	good	95	Lysis_last	ERS16369404	sample processed and sequenced
SUWA6B	TG6JK1	2.3864	Johannes_Lundberg	11:06:14_AM	3/8/2019	Johannes_Lundberg	9:30:47_AM	11/8/2019	11425	good	94.7	Lysis_first	ERS16369405	sample processed and sequenced
SMTYEE	TMYD2K	1.3244	Staffan_Aastroem	5:56:21_PM	9/6/2019	Staffan_Aastroem	8:29:02_AM	15/6/2019	8073	good	94.8	Lysis_first	ERS16369406	sample processed and sequenced
SNH5M8	TCIHNW	0.9134	Staffan_Aastroem	12:53:18_PM	21/9/2019	Staffan_Aastroem	1:25:54_PM	28/9/2019	10113	good	90.9	Lysis_first	ERS16369407	sample processed and sequenced
SNRZZ3	TFIA7R	1.7494	Lisa_Andersson	12:00:00_PM	4/3/2019	Lisa_Andersson	10:21:25_AM	31/3/2019	38781	poor	79.4	Lysis_first	ERS16369408	sample processed and sequenced
SYQWUB	TGXFSR	1.635	Rune_Wikenfors	7:39:59_AM	11/5/2019	Rune_Wikenfors	7:51:13_AM	18/5/2019	10091	good	95	Lysis_first	ERS16369409	sample processed and sequenced
S9Y6JX	TXGZUY	1.8424	Lena_Nilsson	2:09:00_PM	4/5/2019	Lena_Nilsson	1:36:55_PM	12/5/2019	11488	good	93.8	Lysis_first	ERS16369410	sample processed and sequenced
SYCYWG	T8IKAG	7.6864	Martin_Nehmann	12:54:49_PM	18/5/2019	Martin_Nehmann	2:30:04_PM	25/5/2019	10175	good	90.3	Lysis_first	ERS16369411	sample processed and sequenced
